player_id,player_name,season,game_id,game_date,team,opponent,home,started,minutes,points,rebounds,assists,steals,blocks,turnovers,personal_fouls,free_throws_made,three_pointers_made,is_synthetic
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_000,2023-10-21,ATL,BOS,False,True,25.2,15,3,4,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_001,2023-10-23,ATL,BKN,True,True,27.3,14,3,4,1,0,2,2,3,2,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_002,2023-10-24,ATL,CHA,False,True,25.2,11,2,6,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_003,2023-10-26,ATL,CHI,True,False,18.2,10,2,3,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_004,2023-10-28,ATL,CLE,False,False,22.5,12,3,5,1,0,2,1,2,2,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_005,2023-10-29,ATL,DAL,True,False,18.9,7,2,4,1,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_006,2023-10-30,ATL,DEN,False,True,28.5,11,4,6,2,0,2,2,1,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_007,2023-11-02,ATL,DET,True,True,26.9,14,4,5,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_008,2023-11-04,ATL,GSW,False,True,25.7,12,3,6,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_009,2023-11-06,ATL,HOU,True,True,29.2,16,4,6,1,0,2,2,3,2,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_010,2023-11-08,ATL,IND,False,True,24.3,16,3,6,1,0,2,1,3,2,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_011,2023-11-10,ATL,LAC,True,False,22.2,9,3,5,1,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_012,2023-11-12,ATL,LAL,False,False,19.8,9,2,4,1,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_013,2023-11-14,ATL,MEM,True,False,20.1,9,2,3,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_026,2023-12-11,ATL,TOR,False,False,18.4,9,2,3,1,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_027,2023-12-12,ATL,UTA,True,False,23.3,16,3,6,1,0,2,2,2,2,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_028,2023-12-15,ATL,WAS,False,True,24.4,14,4,5,1,0,1,1,2,2,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_029,2023-12-17,ATL,ATL,True,True,28.9,15,3,6,1,0,2,2,3,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_030,2023-12-19,ATL,BOS,False,True,26.3,14,3,5,1,0,2,1,2,2,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_032,2023-12-22,ATL,CHA,False,True,24.1,10,4,5,0,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_033,2023-12-24,ATL,CHI,True,True,29.3,17,4,4,1,0,2,2,3,2,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_034,2023-12-27,ATL,CLE,False,False,19.4,9,2,4,1,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_035,2023-12-28,ATL,DAL,True,False,22.6,11,3,4,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_039,2024-01-05,ATL,HOU,True,False,20.8,11,3,3,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_043,2024-01-12,ATL,MEM,True,True,29.4,12,3,7,1,0,2,2,2,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_044,2024-01-14,ATL,MIA,False,False,22.3,12,3,4,1,0,2,1,2,2,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_047,2024-01-19,ATL,NOP,True,True,26.8,16,3,4,1,0,2,1,3,2,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_048,2024-01-20,ATL,NYK,False,False,20.1,9,3,3,1,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_049,2024-01-22,ATL,OKC,True,True,27.4,16,4,5,1,0,2,2,2,2,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_052,2024-01-28,ATL,PHX,False,True,26.5,16,3,5,1,0,2,1,2,2,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_053,2024-01-29,ATL,POR,True,False,20.9,12,3,5,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_054,2024-01-30,ATL,SAC,False,True,25.6,16,3,7,1,0,2,1,2,2,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_055,2024-01-31,ATL,SAS,True,True,26.5,15,4,4,1,0,2,2,2,2,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_056,2024-02-02,ATL,TOR,False,False,18.5,11,2,3,1,0,1,1,2,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_057,2024-02-04,ATL,UTA,True,False,18.6,12,2,4,1,0,2,1,2,2,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_058,2024-02-06,ATL,WAS,False,True,27.0,12,4,7,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_059,2024-02-08,ATL,ATL,True,False,21.1,15,3,4,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_063,2024-02-16,ATL,CHI,True,True,25.7,7,3,6,1,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_064,2024-02-18,ATL,CLE,False,False,16.5,8,2,4,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_065,2024-02-19,ATL,DAL,True,True,24.3,11,3,5,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2023-24,2023-24_ATL_068,2024-02-25,ATL,GSW,False,True,27.2,18,4,5,1,0,2,2,3,3,True
