player_id,player_name,season,game_id,game_date,team,opponent,home,started,minutes,points,rebounds,assists,steals,blocks,turnovers,personal_fouls,free_throws_made,three_pointers_made,is_synthetic
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_000,2024-10-21,ATL,BOS,False,False,20.5,12,3,5,1,0,1,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_001,2024-10-23,ATL,BKN,True,False,21.3,11,3,3,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_002,2024-10-24,ATL,CHA,False,False,17.7,7,2,3,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_003,2024-10-26,ATL,CHI,True,False,16.8,9,2,3,1,0,1,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_004,2024-10-28,ATL,CLE,False,False,12.0,4,1,2,1,0,1,1,1,0,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_006,2024-10-31,ATL,DEN,False,False,14.4,9,2,2,0,0,1,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_007,2024-11-01,ATL,DET,True,True,24.7,17,3,5,1,0,2,1,2,2,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_008,2024-11-03,ATL,GSW,False,False,14.7,9,2,3,1,0,1,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_009,2024-11-04,ATL,HOU,True,False,21.6,7,4,4,1,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_010,2024-11-06,ATL,IND,False,True,26.5,16,3,6,1,0,2,2,2,2,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_011,2024-11-08,ATL,LAC,True,False,17.3,7,2,2,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_012,2024-11-10,ATL,LAL,False,False,13.7,7,2,3,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_013,2024-11-12,ATL,MEM,True,False,16.4,8,1,3,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_014,2024-11-14,ATL,MIA,False,False,18.8,10,2,5,1,0,1,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_015,2024-11-16,ATL,MIL,True,False,20.6,7,2,3,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_016,2024-11-19,ATL,MIN,False,False,17.9,15,2,3,1,0,2,1,2,2,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_017,2024-11-20,ATL,NOP,True,False,17.7,8,2,4,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_018,2024-11-21,ATL,NYK,False,True,25.0,16,4,3,1,0,2,2,3,2,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_019,2024-11-23,ATL,OKC,True,False,20.0,11,3,4,1,0,2,1,2,2,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_020,2024-11-24,ATL,ORL,False,False,20.8,9,2,4,1,0,1,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_021,2024-11-26,ATL,PHI,True,False,17.7,8,3,4,1,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_022,2024-11-27,ATL,PHX,False,False,13.3,7,2,3,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_023,2024-11-28,ATL,POR,True,True,25.5,16,3,5,1,0,2,1,2,2,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_024,2024-11-29,ATL,SAC,False,False,18.3,10,2,3,1,0,1,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_025,2024-12-01,ATL,SAS,True,False,18.0,11,2,3,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_026,2024-12-03,ATL,TOR,False,False,18.2,10,2,3,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_027,2024-12-05,ATL,UTA,True,False,18.8,8,2,4,1,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_029,2024-12-08,ATL,ATL,True,False,20.9,13,3,4,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_030,2024-12-09,ATL,BOS,False,False,19.4,8,3,4,1,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_031,2024-12-11,ATL,BKN,True,True,24.8,9,3,5,1,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_032,2024-12-12,ATL,CHA,False,False,23.5,10,2,6,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_046,2025-01-04,ATL,MIN,False,False,19.8,9,3,4,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_047,2025-01-06,ATL,NOP,True,False,19.1,9,2,4,1,0,1,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_051,2025-01-15,ATL,PHI,True,False,14.4,8,2,3,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_054,2025-01-21,ATL,SAC,False,False,21.3,11,3,6,1,0,1,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_055,2025-01-23,ATL,SAS,True,False,16.2,7,2,3,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_056,2025-01-24,ATL,TOR,False,False,17.3,10,2,4,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_057,2025-01-25,ATL,UTA,True,False,17.9,10,3,4,0,0,1,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_058,2025-01-26,ATL,WAS,False,False,18.7,8,2,3,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_059,2025-01-28,ATL,ATL,True,False,15.4,6,2,2,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_060,2025-01-29,ATL,BOS,False,False,18.7,10,2,3,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_061,2025-01-31,ATL,BKN,True,False,18.8,9,3,4,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_062,2025-02-02,ATL,CHA,False,False,15.8,8,2,3,1,0,1,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_063,2025-02-04,ATL,CHI,True,False,19.3,11,3,4,1,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_064,2025-02-06,ATL,CLE,False,False,22.0,10,2,6,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_065,2025-02-07,ATL,DAL,True,False,17.3,7,3,5,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_067,2025-02-09,ATL,DET,True,False,23.7,7,2,3,1,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_069,2025-02-12,ATL,HOU,True,False,14.0,9,1,3,1,0,1,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_070,2025-02-14,ATL,IND,False,False,18.6,9,3,4,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_071,2025-02-17,ATL,LAC,True,False,21.3,11,2,5,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2024-25,2024-25_ATL_072,2025-02-19,ATL,LAL,False,False,18.9,8,3,4,1,0,2,1,1,1,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_000,2024-10-22,BOS,BKN,False,True,24.0,17,2,2,0,0,1,1,2,2,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_001,2024-10-23,BOS,CHA,True,False,17.3,10,3,2,1,0,1,1,1,1,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_002,2024-10-24,BOS,CHI,False,False,19.6,10,3,2,1,0,2,1,1,2,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_003,2024-10-26,BOS,CLE,True,False,20.1,11,4,2,0,0,2,1,2,1,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_004,2024-10-27,BOS,DAL,False,False,20.6,6,3,2,1,0,1,1,1,1,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_005,2024-10-29,BOS,DEN,True,False,11.6,9,1,1,0,0,1,1,1,1,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_006,2024-10-31,BOS,DET,False,False,23.4,17,3,5,1,0,2,2,4,2,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_007,2024-11-02,BOS,GSW,True,False,18.5,14,2,2,1,0,1,1,2,2,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_009,2024-11-05,BOS,IND,True,False,20.4,14,3,3,1,0,1,1,2,2,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_010,2024-11-06,BOS,LAC,False,False,18.6,11,3,3,0,0,1,1,2,1,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_011,2024-11-07,BOS,LAL,True,False,23.6,14,3,4,1,0,2,2,2,1,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_012,2024-11-09,BOS,MEM,False,False,14.4,14,2,2,1,0,1,1,3,2,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_013,2024-11-11,BOS,MIA,True,False,15.6,7,2,1,0,0,1,1,1,1,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_014,2024-11-12,BOS,MIL,False,True,25.7,21,4,3,1,0,2,2,3,3,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_016,2024-11-16,BOS,NOP,False,False,21.5,12,3,2,1,0,1,1,2,1,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_017,2024-11-18,BOS,NYK,True,False,19.7,10,2,3,1,0,1,1,2,1,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_018,2024-11-20,BOS,OKC,False,False,23.9,13,3,5,1,0,1,1,3,2,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_019,2024-11-21,BOS,ORL,True,False,21.0,21,4,4,1,0,2,1,4,2,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_020,2024-11-22,BOS,PHI,False,True,24.6,17,5,5,1,0,2,1,3,2,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_021,2024-11-23,BOS,PHX,True,False,15.0,11,2,1,0,0,1,1,2,1,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_022,2024-11-24,BOS,POR,False,True,25.7,15,3,3,1,0,2,2,3,2,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_023,2024-11-26,BOS,SAC,True,False,20.4,11,3,2,1,0,2,1,1,1,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_024,2024-11-27,BOS,SAS,False,False,18.0,9,2,2,1,0,1,1,1,1,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_025,2024-11-28,BOS,TOR,True,False,19.0,20,2,2,0,0,1,1,4,2,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_026,2024-11-30,BOS,UTA,False,True,27.6,17,2,4,1,0,3,2,3,4,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_027,2024-12-02,BOS,WAS,True,True,25.4,24,2,3,1,0,1,2,2,3,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_028,2024-12-03,BOS,ATL,False,True,26.8,21,3,5,1,1,2,2,3,2,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_029,2024-12-05,BOS,BOS,True,True,27.4,21,4,4,1,0,2,2,3,3,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_030,2024-12-07,BOS,BKN,False,True,24.4,20,3,4,1,0,1,2,3,3,True
SYN0001,Synthetic Player 001,2024-25,2024-25_BOS_031,2024-12-10,BOS,CHA,True,False,19.9,15,2,3,1,0,1,1,2,2,True
