player_id,player_name,season,game_id,game_date,team,opponent,home,started,minutes,points,rebounds,assists,steals,blocks,turnovers,personal_fouls,free_throws_made,three_pointers_made,is_synthetic
SYN0000,Synthetic Player 000,2025-26,2025-26_ATL_000,2025-10-21,ATL,BOS,False,False,18.3,8,2,3,1,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2025-26,2025-26_ATL_001,2025-10-23,ATL,BKN,True,False,18.2,11,2,4,1,0,1,1,2,2,True
SYN0000,Synthetic Player 000,2025-26,2025-26_ATL_002,2025-10-25,ATL,CHA,False,False,10.1,4,1,3,0,0,1,1,1,0,True
SYN0000,Synthetic Player 000,2025-26,2025-26_ATL_003,2025-10-27,ATL,CHI,True,False,18.5,9,2,3,1,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2025-26,2025-26_ATL_004,2025-10-29,ATL,CLE,False,False,15.8,7,2,3,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2025-26,2025-26_ATL_005,2025-10-31,ATL,DAL,True,False,16.9,7,2,3,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2025-26,2025-26_ATL_006,2025-11-03,ATL,DEN,False,False,22.7,9,3,3,1,0,2,1,2,1,True
SYN0000,Synthetic Player 000,2025-26,2025-26_ATL_007,2025-11-04,ATL,DET,True,False,19.5,6,3,4,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2025-26,2025-26_ATL_008,2025-11-06,ATL,GSW,False,False,15.4,8,2,4,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2025-26,2025-26_ATL_009,2025-11-08,ATL,HOU,True,False,22.1,7,2,5,1,0,2,1,1,1,True
SYN0000,Synthetic Player 000,2025-26,2025-26_ATL_013,2025-11-15,ATL,MEM,True,False,13.3,10,2,2,1,0,1,1,1,1,True
SYN0000,Synthetic Player 000,2025-26,2025-26_ATL_017,2025-11-23,ATL,NOP,True,False,18.1,10,2,4,1,0,1,1,2,1,True
SYN0000,Synthetic Player 000,2025-26,2025-26_ATL_018,2025-11-25,ATL,NYK,False,False,14.5,9,2,3,1,0,1,1,2,1,True
SYN0000,Synthetic Player 000,2025-26,2025-26_ATL_019,2025-11-27,ATL,OKC,True,False,9.9,4,1,2,0,0,1,1,1,0,True
SYN0000,Synthetic Player 000,2025-26,2025-26_ATL_020,2025-11-29,ATL,ORL,False,False,23.9,12,3,7,1,0,2,1,2,1,True
